n,q,alpha_ratio,seed,S,S_bal,rounds,reason
50,0.0,1.0,15,0.88,0.0,11,no_new_failures
50,0.0,1.0,16,0.91,0.0,9,no_new_failures
50,0.0,1.0,17,0.88,0.0,11,no_new_failures
50,0.0,1.0,18,0.91,0.0,9,no_new_failures
50,0.0,1.0,19,0.94,0.0,6,no_new_failures
50,0.0,1.0,20,0.8,0.45,20,no_new_failures
50,0.0,1.0,21,0.94,0.0,6,no_new_failures
50,0.0,1.0,22,0.94,0.0,6,no_new_failures
50,0.0,1.0,23,0.88,0.0,12,no_new_failures
50,0.0,1.0,24,0.77,0.0,22,no_new_failures
50,0.0,1.2,0,0.94,0.0,6,no_new_failures
50,0.0,1.2,1,0.94,0.0,6,no_new_failures
50,0.0,1.2,2,0.94,0.0,6,no_new_failures
50,0.0,1.2,3,0.94,0.0,6,no_new_failures
50,0.0,1.2,4,0.94,0.0,6,no_new_failures
50,0.0,1.2,5,0.94,0.0,6,no_new_failures
50,0.0,1.2,6,0.91,0.09,9,no_new_failures
50,0.0,1.2,7,0.94,0.0,6,no_new_failures
50,0.0,1.2,8,0.94,0.0,6,no_new_failures
50,0.0,1.2,9,0.94,0.0,6,no_new_failures
50,0.0,1.2,10,0.82,0.0,18,no_new_failures
50,0.0,1.2,11,0.94,0.0,6,no_new_failures
50,0.0,1.2,12,0.68,0.57,27,no_new_failures
50,0.0,1.2,13,0.94,0.0,5,no_new_failures
50,0.0,1.2,14,0.94,0.0,6,no_new_failures
50,0.0,1.2,15,0.88,0.0,11,no_new_failures
50,0.0,1.2,16,0.88,0.25,11,no_new_failures
50,0.0,1.2,17,0.94,0.0,6,no_new_failures
50,0.0,1.2,18,0.91,0.0,9,no_new_failures
50,0.0,1.2,19,0.94,0.0,6,no_new_failures
50,0.0,1.2,20,0.94,0.0,6,no_new_failures
50,0.0,1.2,21,0.94,0.0,6,no_new_failures
50,0.0,1.2,22,0.89,0.0,10,no_new_failures
50,0.0,1.2,23,0.94,0.0,6,no_new_failures
50,0.0,1.2,24,0.77,0.0,22,no_new_failures
50,0.0,1.4,0,0.99,0.99,1,no_new_failures
50,0.0,1.4,1,0.99,0.99,1,no_new_failures
50,0.0,1.4,2,0.99,0.99,1,no_new_failures
50,0.0,1.4,3,0.99,0.99,1,no_new_failures
50,0.0,1.4,4,0.99,0.99,1,no_new_failures
50,0.0,1.4,5,0.99,0.99,1,no_new_failures
50,0.0,1.4,6,0.99,0.99,1,no_new_failures
50,0.0,1.4,7,0.99,0.99,1,no_new_failures
50,0.0,1.4,8,0.99,0.99,1,no_new_failures
50,0.0,1.4,9,0.99,0.99,1,no_new_failures
50,0.0,1.4,10,0.99,0.99,1,no_new_failures
50,0.0,1.4,11,0.99,0.99,1,no_new_failures
50,0.0,1.4,12,0.64,0.33,31,no_new_failures
50,0.0,1.4,13,0.99,0.99,1,no_new_failures
50,0.0,1.4,14,0.99,0.99,1,no_new_failures
50,0.0,1.4,15,0.99,0.99,1,no_new_failures
50,0.0,1.4,16,0.99,0.99,1,no_new_failures
50,0.0,1.4,17,0.99,0.99,1,no_new_failures
50,0.0,1.4,18,0.99,0.99,1,no_new_failures
50,0.0,1.4,19,0.99,0.99,1,no_new_failures
50,0.0,1.4,20,0.99,0.99,1,no_new_failures
50,0.0,1.4,21,0.99,0.99,1,no_new_failures
50,0.0,1.4,22,0.99,0.99,1,no_new_failures
50,0.0,1.4,23,0.99,0.99,1,no_new_failures
50,0.0,1.4,24,0.99,0.99,1,no_new_failures
50,0.0,1.6,0,0.99,0.99,1,no_new_failures
50,0.0,1.6,1,0.99,0.99,1,no_new_failures
50,0.0,1.6,2,0.99,0.99,1,no_new_failures
50,0.0,1.6,3,0.99,0.99,1,no_new_failures
50,0.0,1.6,4,0.99,0.99,1,no_new_failures
50,0.0,1.6,5,0.99,0.99,1,no_new_failures
50,0.0,1.6,6,0.99,0.99,1,no_new_failures
50,0.0,1.6,7,0.99,0.99,1,no_new_failures
50,0.0,1.6,8,0.99,0.99,1,no_new_failures
50,0.0,1.6,9,0.99,0.99,1,no_new_failures
50,0.0,1.6,10,0.99,0.99,1,no_new_failures
50,0.0,1.6,11,0.99,0.99,1,no_new_failures
50,0.0,1.6,12,0.99,0.99,1,no_new_failures
50,0.0,1.6,13,0.99,0.99,1,no_new_failures
50,0.0,1.6,14,0.99,0.99,1,no_new_failures
50,0.0,1.6,15,0.99,0.99,1,no_new_failures
50,0.0,1.6,16,0.99,0.99,1,no_new_failures
50,0.0,1.6,17,0.99,0.99,1,no_new_failures
50,0.0,1.6,18,0.99,0.99,1,no_new_failures
50,0.0,1.6,19,0.99,0.99,1,no_new_failures
50,0.0,1.6,20,0.99,0.99,1,no_new_failures
50,0.0,1.6,21,0.99,0.99,1,no_new_failures
50,0.0,1.6,22,0.99,0.99,1,no_new_failures
50,0.0,1.6,23,0.99,0.99,1,no_new_failures
50,0.0,1.6,24,0.99,0.99,1,no_new_failures
50,0.1,0.6,0,0.32,0.0,47,no_new_failures
50,0.1,0.6,1,0.32,0.0,41,no_new_failures
50,0.1,0.6,2,0.61,0.09,29,no_new_failures
50,0.1,0.6,3,0.44,0.0,33,no_new_failures
50,0.1,0.6,4,0.33,0.0,30,no_new_failures
50,0.1,0.6,5,0.54,0.0,34,no_new_failures
50,0.1,0.6,6,0.5,0.0,28,no_new_failures
50,0.1,0.6,7,0.3,0.0,39,no_new_failures
50,0.1,0.6,8,0.72,0.0,20,no_new_failures
50,0.1,0.6,9,0.58,0.0,28,no_new_failures
50,0.1,0.6,10,0.46,0.0,16,no_new_failures
50,0.1,0.6,11,0.46,0.0,36,no_new_failures
50,0.1,0.6,12,0.25,0.0,40,no_new_failures
50,0.1,0.6,13,0.9,0.0,5,no_new_failures
50,0.1,0.6,14,0.39,0.0,41,no_new_failures
50,0.1,0.6,15,0.35,0.0,34,no_new_failures
50,0.1,0.6,16,0.57,0.0,28,no_new_failures
50,0.1,0.6,17,0.37,0.0,44,no_new_failures
50,0.1,0.6,18,0.51,0.0,33,no_new_failures
50,0.1,0.6,19,0.74,0.0,16,no_new_failures
50,0.1,0.6,20,0.41,0.0,29,no_new_failures
50,0.1,0.6,21,0.66,0.41,26,no_new_failures
50,0.1,0.6,22,0.41,0.0,24,no_new_failures
50,0.1,0.6,23,0.88,0.0,12,no_new_failures
50,0.1,0.6,24,0.48,0.0,27,no_new_failures
50,0.1,0.8,0,0.81,0.0,19,no_new_failures
50,0.1,0.8,1,0.57,0.0,36,no_new_failures
50,0.1,0.8,2,0.78,0.0,19,no_new_failures
50,0.1,0.8,3,0.7,0.09,21,no_new_failures
50,0.1,0.8,4,0.53,0.05,35,no_new_failures
50,0.1,0.8,5,0.72,0.0,22,no_new_failures
50,0.1,0.8,6,0.69,0.0,28,no_new_failures
50,0.1,0.8,7,0.51,0.28,40,no_new_failures
50,0.1,0.8,8,0.93,0.0,6,no_new_failures
50,0.1,0.8,9,0.8,0.0,18,no_new_failures
50,0.1,0.8,10,0.42,0.0,37,no_new_failures
50,0.1,0.8,11,0.9,0.0,10,no_new_failures
50,0.1,0.8,12,0.32,0.0,57,no_new_failures
50,0.1,0.8,13,0.94,0.0,6,no_new_failures
50,0.1,0.8,14,0.83,0.0,15,no_new_failures
50,0.1,0.8,15,0.51,0.0,43,no_new_failures
50,0.1,0.8,16,0.76,0.0,23,no_new_failures
50,0.1,0.8,17,0.76,0.0,20,no_new_failures
50,0.1,0.8,18,0.73,0.0,21,no_new_failures
50,0.1,0.8,19,0.78,0.0,21,no_new_failures
50,0.1,0.8,20,0.43,0.0,41,no_new_failures
50,0.1,0.8,21,0.96,0.0,4,no_new_failures
50,0.1,0.8,22,0.37,0.0,43,no_new_failures
50,0.1,0.8,23,0.89,0.0,11,no_new_failures
50,0.1,0.8,24,0.57,0.0,30,no_new_failures
50,0.1,1.0,0,0.95,0.0,5,no_new_failures
50,0.1,1.0,1,0.99,0.99,1,no_new_failures
50,0.1,1.0,2,0.92,0.0,8,no_new_failures
50,0.1,1.0,3,0.88,0.0,12,no_new_failures
50,0.1,1.0,4,0.62,0.06,34,no_new_failures
50,0.1,1.0,5,0.85,0.0,14,no_new_failures
50,0.1,1.0,6,0.89,0.0,10,no_new_failures
50,0.1,1.0,7,0.86,0.0,14,no_new_failures
50,0.1,1.0,8,0.92,0.05,8,no_new_failures
50,0.1,1.0,9,0.93,0.0,7,no_new_failures
50,0.1,1.0,10,0.56,0.06,39,no_new_failures
50,0.1,1.0,11,0.9,0.0,10,no_new_failures
50,0.1,1.0,12,0.99,0.99,1,no_new_failures
50,0.1,1.0,13,0.99,0.99,1,no_new_failures
50,0.1,1.0,14,0.84,0.0,14,no_new_failures
50,0.1,1.0,15,0.72,0.24,28,no_new_failures
50,0.1,1.0,16,0.85,0.0,14,no_new_failures
50,0.1,1.0,17,0.84,0.0,16,no_new_failures
50,0.1,1.0,18,0.92,0.0,8,no_new_failures
50,0.1,1.0,19,0.99,0.99,1,no_new_failures
50,0.1,1.0,20,0.64,0.0,29,no_new_failures
50,0.1,1.0,21,0.96,0.0,4,no_new_failures
50,0.1,1.0,22,0.99,0.99,1,no_new_failures
50,0.1,1.0,23,0.96,0.0,4,no_new_failures
50,0.1,1.0,24,0.7,0.0,28,no_new_failures
50,0.1,1.2,0,0.95,0.0,5,no_new_failures
50,0.1,1.2,1,0.99,0.99,1,no_new_failures
50,0.1,1.2,2,0.98,0.98,2,no_new_failures
50,0.1,1.2,3,0.92,0.0,8,no_new_failures
50,0.1,1.2,4,0.8,0.0,20,no_new_failures
50,0.1,1.2,5,0.86,0.0,11,no_new_failures
50,0.1,1.2,6,0.99,0.99,1,no_new_failures
50,0.1,1.2,7,0.93,0.0,7,no_new_failures
50,0.1,1.2,8,0.95,0.0,5,no_new_failures
50,0.1,1.2,9,0.99,0.99,1,no_new_failures
50,0.1,1.2,10,0.87,0.0,12,no_new_failures
50,0.1,1.2,11,0.99,0.99,1,no_new_failures
50,0.1,1.2,12,0.99,0.99,1,no_new_failures
50,0.1,1.2,13,0.99,0.99,1,no_new_failures
50,0.1,1.2,14,0.99,0.99,1,no_new_failures
50,0.1,1.2,15,0.93,0.0,7,no_new_failures
50,0.1,1.2,16,0.94,0.0,6,no_new_failures
50,0.1,1.2,17,0.99,0.99,1,no_new_failures
50,0.1,1.2,18,0.92,0.0,8,no_new_failures
50,0.1,1.2,19,0.99,0.99,1,no_new_failures
50,0.1,1.2,20,0.93,0.0,7,no_new_failures
50,0.1,1.2,21,0.95,0.0,5,no_new_failures
50,0.1,1.2,22,0.99,0.99,1,no_new_failures
50,0.1,1.2,23,0.99,0.99,1,no_new_failures
50,0.1,1.2,24,0.78,0.0,20,no_new_failures
50,0.1,1.4,0,0.99,0.99,1,no_new_failures
50,0.1,1.4,1,0.99,0.99,1,no_new_failures
50,0.1,1.4,2,0.99,0.99,1,no_new_failures
50,0.1,1.4,3,0.99,0.99,1,no_new_failures
50,0.1,1.4,4,0.99,0.99,1,no_new_failures
50,0.1,1.4,5,0.99,0.99,1,no_new_failures
50,0.1,1.4,6,0.99,0.99,1,no_new_failures
50,0.1,1.4,7,0.91,0.0,8,no_new_failures
50,0.1,1.4,8,0.95,0.0,5,no_new_failures
50,0.1,1.4,9,0.99,0.99,1,no_new_failures
50,0.1,1.4,10,0.99,0.99,1,no_new_failures
50,0.1,1.4,11,0.99,0.99,1,no_new_failures
50,0.1,1.4,12,0.99,0.99,1,no_new_failures
50,0.1,1.4,13,0.99,0.99,1,no_new_failures
50,0.1,1.4,14,0.99,0.99,1,no_new_failures
50,0.1,1.4,15,0.93,0.0,7,no_new_failures
50,0.1,1.4,16,0.98,0.98,2,no_new_failures
50,0.1,1.4,17,0.99,0.99,1,no_new_failures
50,0.1,1.4,18,0.99,0.99,1,no_new_failures
50,0.1,1.4,19,0.99,0.99,1,no_new_failures
50,0.1,1.4,20,0.93,0.0,7,no_new_failures
50,0.1,1.4,21,0.99,0.99,1,no_new_failures
50,0.1,1.4,22,0.99,0.99,1,no_new_failures
50,0.1,1.4,23,0.99,0.99,1,no_new_failures
50,0.1,1.4,24,0.99,0.99,1,no_new_failures
50,0.1,1.6,0,0.99,0.99,1,no_new_failures
50,0.1,1.6,1,0.99,0.99,1,no_new_failures
50,0.1,1.6,2,0.99,0.99,1,no_new_failures
50,0.1,1.6,3,0.99,0.99,1,no_new_failures
50,0.1,1.6,4,0.99,0.99,1,no_new_failures
50,0.1,1.6,5,0.99,0.99,1,no_new_failures
50,0.1,1.6,6,0.99,0.99,1,no_new_failures
50,0.1,1.6,7,0.99,0.99,1,no_new_failures
50,0.1,1.6,8,0.99,0.99,1,no_new_failures
50,0.1,1.6,9,0.99,0.99,1,no_new_failures
50,0.1,1.6,10,0.99,0.99,1,no_new_failures
50,0.1,1.6,11,0.99,0.99,1,no_new_failures
50,0.1,1.6,12,0.99,0.99,1,no_new_failures
50,0.1,1.6,13,0.99,0.99,1,no_new_failures
50,0.1,1.6,14,0.99,0.99,1,no_new_failures
50,0.1,1.6,15,0.99,0.99,1,no_new_failures
50,0.1,1.6,16,0.99,0.99,1,no_new_failures
50,0.1,1.6,17,0.99,0.99,1,no_new_failures
50,0.1,1.6,18,0.99,0.99,1,no_new_failures
50,0.1,1.6,19,0.99,0.99,1,no_new_failures
50,0.1,1.6,20,0.99,0.99,1,no_new_failures
50,0.1,1.6,21,0.99,0.99,1,no_new_failures
50,0.1,1.6,22,0.99,0.99,1,no_new_failures
50,0.1,1.6,23,0.99,0.99,1,no_new_failures
50,0.1,1.6,24,0.99,0.99,1,no_new_failures
50,1.0,0.6,0,0.47,0.0,22,no_new_failures
50,1.0,0.6,1,0.4,0.0,26,no_new_failures
50,1.0,0.6,2,0.41,0.0,15,no_new_failures
50,1.0,0.6,3,0.36,0.0,25,no_new_failures
50,1.0,0.6,4,0.5,0.0,18,no_new_failures
50,1.0,0.6,5,0.43,0.0,18,no_new_failures
50,1.0,0.6,6,0.55,0.0,12,no_new_failures
50,1.0,0.6,7,0.43,0.0,17,no_new_failures
50,1.0,0.6,8,0.48,0.0,21,no_new_failures
50,1.0,0.6,9,0.5,0.0,22,no_new_failures
50,1.0,0.6,10,0.38,0.0,31,no_new_failures
50,1.0,0.6,11,0.46,0.0,12,no_new_failures
50,1.0,0.6,12,0.41,0.0,21,no_new_failures
50,1.0,0.6,13,0.39,0.0,27,no_new_failures
50,1.0,0.6,14,0.45,0.0,24,no_new_failures
50,1.0,0.6,15,0.46,0.0,22,no_new_failures
50,1.0,0.6,16,0.4,0.0,18,no_new_failures
50,1.0,0.6,17,0.37,0.0,26,no_new_failures
50,1.0,0.6,18,0.38,0.0,17,no_new_failures
50,1.0,0.6,19,0.44,0.0,21,no_new_failures
50,1.0,0.6,20,0.4,0.0,27,no_new_failures
50,1.0,0.6,21,0.44,0.0,17,no_new_failures
50,1.0,0.6,22,0.39,0.0,20,no_new_failures
50,1.0,0.6,23,0.43,0.0,17,no_new_failures
50,1.0,0.6,24,0.47,0.0,14,no_new_failures
50,1.0,0.8,0,0.47,0.0,32,no_new_failures
50,1.0,0.8,1,0.36,0.0,42,no_new_failures
50,1.0,0.8,2,0.4,0.0,27,no_new_failures
50,1.0,0.8,3,0.39,0.0,31,no_new_failures
50,1.0,0.8,4,0.45,0.0,33,no_new_failures
50,1.0,0.8,5,0.39,0.0,34,no_new_failures
50,1.0,0.8,6,0.54,0.0,26,no_new_failures
50,1.0,0.8,7,0.44,0.0,29,no_new_failures
50,1.0,0.8,8,0.43,0.0,37,no_new_failures
50,1.0,0.8,9,0.44,0.0,37,no_new_failures
50,1.0,0.8,10,0.51,0.0,32,no_new_failures
50,1.0,0.8,11,0.46,0.0,29,no_new_failures
50,1.0,0.8,12,0.39,0.0,35,no_new_failures
50,1.0,0.8,13,0.41,0.0,36,no_new_failures
50,1.0,0.8,14,0.37,0.0,34,no_new_failures
50,1.0,0.8,15,0.42,0.0,40,no_new_failures
50,1.0,0.8,16,0.26,0.0,45,no_new_failures
50,1.0,0.8,17,0.27,0.0,46,no_new_failures
50,1.0,0.8,18,0.26,0.0,48,no_new_failures
50,1.0,0.8,19,0.31,0.0,51,no_new_failures
50,1.0,0.8,20,0.36,0.0,50,no_new_failures
50,1.0,0.8,21,0.43,0.0,34,no_new_failures
50,1.0,0.8,22,0.35,0.0,32,no_new_failures
50,1.0,0.8,23,0.3,0.0,33,no_new_failures
50,1.0,0.8,24,0.42,0.0,31,no_new_failures
50,1.0,1.0,0,0.63,0.0,30,no_new_failures
50,1.0,1.0,1,0.38,0.04,51,no_new_failures
50,1.0,1.0,2,0.32,0.0,54,no_new_failures
50,1.0,1.0,3,0.95,0.0,5,no_new_failures
50,1.0,1.0,4,0.44,0.04,46,no_new_failures
50,1.0,1.0,5,0.35,0.0,51,no_new_failures
50,1.0,1.0,6,0.43,0.0,36,no_new_failures
50,1.0,1.0,7,0.32,0.0,51,no_new_failures
50,1.0,1.0,8,0.99,0.99,1,no_new_failures
50,1.0,1.0,9,0.45,0.0,40,no_new_failures
50,1.0,1.0,10,0.87,0.0,12,no_new_failures
50,1.0,1.0,11,0.42,0.0,39,no_new_failures
50,1.0,1.0,12,0.37,0.0,53,no_new_failures
50,1.0,1.0,13,0.97,0.0,2,no_new_failures
50,1.0,1.0,14,0.97,0.0,3,no_new_failures
50,1.0,1.0,15,0.95,0.0,5,no_new_failures
50,1.0,1.0,16,0.84,0.0,15,no_new_failures
50,1.0,1.0,17,0.63,0.0,37,no_new_failures
50,1.0,1.0,18,0.97,0.0,3,no_new_failures
50,1.0,1.0,19,0.87,0.0,13,no_new_failures
50,1.0,1.0,20,0.88,0.0,12,no_new_failures
50,1.0,1.0,21,0.44,0.08,47,no_new_failures
50,1.0,1.0,22,0.31,0.0,51,no_new_failures
50,1.0,1.0,23,0.47,0.0,43,no_new_failures
50,1.0,1.0,24,0.44,0.0,39,no_new_failures
50,1.0,1.2,0,0.99,0.99,1,no_new_failures
50,1.0,1.2,1,0.99,0.99,1,no_new_failures
50,1.0,1.2,2,0.98,0.0,2,no_new_failures
50,1.0,1.2,3,0.96,0.0,4,no_new_failures
50,1.0,1.2,4,0.99,0.99,1,no_new_failures
50,1.0,1.2,5,0.97,0.0,3,no_new_failures
50,1.0,1.2,6,0.99,0.99,1,no_new_failures
50,1.0,1.2,7,0.99,0.99,1,no_new_failures
50,1.0,1.2,8,0.99,0.99,1,no_new_failures
50,1.0,1.2,9,0.96,0.0,4,no_new_failures
50,1.0,1.2,10,0.98,0.0,2,no_new_failures
50,1.0,1.2,11,0.97,0.0,3,no_new_failures
50,1.0,1.2,12,0.98,0.0,2,no_new_failures
50,1.0,1.2,13,0.99,0.99,1,no_new_failures
50,1.0,1.2,14,0.98,0.0,2,no_new_failures
50,1.0,1.2,15,0.97,0.0,3,no_new_failures
50,1.0,1.2,16,0.98,0.0,2,no_new_failures
50,1.0,1.2,17,0.99,0.99,1,no_new_failures
50,1.0,1.2,18,0.97,0.0,3,no_new_failures
50,1.0,1.2,19,0.99,0.99,1,no_new_failures
50,1.0,1.2,20,0.99,0.99,1,no_new_failures
50,1.0,1.2,21,0.99,0.99,1,no_new_failures
50,1.0,1.2,22,0.97,0.0,3,no_new_failures
50,1.0,1.2,23,0.91,0.0,8,no_new_failures
50,1.0,1.2,24,0.99,0.99,1,no_new_failures
50,1.0,1.4,0,0.99,0.99,1,no_new_failures
50,1.0,1.4,1,0.99,0.99,1,no_new_failures
50,1.0,1.4,2,0.98,0.0,2,no_new_failures
50,1.0,1.4,3,0.99,0.99,1,no_new_failures
50,1.0,1.4,4,0.99,0.99,1,no_new_failures
50,1.0,1.4,5,0.99,0.99,1,no_new_failures
50,1.0,1.4,6,0.99,0.99,1,no_new_failures
50,1.0,1.4,7,0.99,0.99,1,no_new_failures
50,1.0,1.4,8,0.99,0.99,1,no_new_failures
50,1.0,1.4,9,0.98,0.98,2,no_new_failures
50,1.0,1.4,10,0.99,0.99,1,no_new_failures
50,1.0,1.4,11,0.99,0.99,1,no_new_failures
50,1.0,1.4,12,0.99,0.99,1,no_new_failures
50,1.0,1.4,13,0.99,0.99,1,no_new_failures
50,1.0,1.4,14,0.99,0.99,1,no_new_failures
50,1.0,1.4,15,0.99,0.99,1,no_new_failures
50,1.0,1.4,16,0.99,0.99,1,no_new_failures
50,1.0,1.4,17,0.99,0.99,1,no_new_failures
50,1.0,1.4,18,0.97,0.0,3,no_new_failures
50,1.0,1.4,19,0.99,0.99,1,no_new_failures
50,1.0,1.4,20,0.99,0.99,1,no_new_failures
50,1.0,1.4,21,0.99,0.99,1,no_new_failures
50,1.0,1.4,22,0.97,0.0,3,no_new_failures
50,1.0,1.4,23,0.99,0.99,1,no_new_failures
50,1.0,1.4,24,0.99,0.99,1,no_new_failures
50,1.0,1.6,0,0.99,0.99,1,no_new_failures
50,1.0,1.6,1,0.99,0.99,1,no_new_failures
50,1.0,1.6,2,0.98,0.0,2,no_new_failures
50,1.0,1.6,3,0.99,0.99,1,no_new_failures
50,1.0,1.6,4,0.99,0.99,1,no_new_failures
50,1.0,1.6,5,0.99,0.99,1,no_new_failures
50,1.0,1.6,6,0.99,0.99,1,no_new_failures
50,1.0,1.6,7,0.99,0.99,1,no_new_failures
50,1.0,1.6,8,0.99,0.99,1,no_new_failures
50,1.0,1.6,9,0.99,0.99,1,no_new_failures
50,1.0,1.6,10,0.99,0.99,1,no_new_failures
50,1.0,1.6,11,0.99,0.99,1,no_new_failures
50,1.0,1.6,12,0.99,0.99,1,no_new_failures
50,1.0,1.6,13,0.99,0.99,1,no_new_failures
50,1.0,1.6,14,0.99,0.99,1,no_new_failures
50,1.0,1.6,15,0.99,0.99,1,no_new_failures
50,1.0,1.6,16,0.99,0.99,1,no_new_failures
50,1.0,1.6,17,0.99,0.99,1,no_new_failures
50,1.0,1.6,18,0.99,0.99,1,no_new_failures
50,1.0,1.6,19,0.99,0.99,1,no_new_failures
50,1.0,1.6,20,0.99,0.99,1,no_new_failures
50,1.0,1.6,21,0.99,0.99,1,no_new_failures
50,1.0,1.6,22,0.99,0.99,1,no_new_failures
50,1.0,1.6,23,0.99,0.99,1,no_new_failures
50,1.0,1.6,24,0.99,0.99,1,no_new_failures
